Sound Sink 1.0 Analysis File
D:\Users\Robin\Music\Lapfox trax - WI-FI bridge.wav - Name of original audio file
16 bit, mono, 44100Hz sampling rate - Temp File Info
256 - Power of 2 for FFT processing
7000 - Hi frequency cutoff
Hamming - FFT Window

-----------------
-Analysis Frames-
freq:1550,391 val:14,792 
freq:1722,656 val:30,951 
freq:1894,922 val:21,031 
freq:2067,188 val:21,159 
freq:2239,453 val:25,652 
freq:2411,719 val:55,888 
freq:2583,984 val:33,163 
freq:2756,250 val:31,494 
freq:2928,516 val:43,654 
freq:3100,781 val:74,510 
freq:3273,047 val:97,870 
freq:3445,312 val:2,846 
freq:3617,578 val:44,975 
freq:3789,844 val:34,871 
freq:3962,109 val:19,625 
freq:4134,375 val:7,156 
freq:4306,641 val:5,202 
freq:4478,906 val:5,470 
freq:4651,172 val:27,000 
freq:4823,438 val:38,578 
freq:4995,703 val:16,874 
freq:5167,969 val:0,184 
freq:5340,234 val:6,330 
freq:5512,500 val:6,535 
freq:5684,766 val:10,612 
freq:5857,031 val:13,832 
freq:6029,297 val:11,803 
freq:6201,562 val:1,053 
freq:6373,828 val:1,752 
freq:6546,094 val:1,574 
freq:6718,359 val:1,650 
freq:6890,625 val:5,573 


	Frame 1361:
Maxvol: 4146	Time: 68,003
freq:0,000 val:0,079 
freq:172,266 val:0,881 
freq:344,531 val:37,110 
freq:516,797 val:100,000 
freq:689,062 val:46,389 
freq:861,328 val:0,564 
freq:1033,594 val:2,411 
freq:1205,859 val:7,956 
freq:1378,125 val:2,430 
freq:1550,391 val:34,451 
freq:1722,656 val:18,089 
freq:1894,922 val:14,372 
freq:2067,188 val:23,177 
freq:2239,453 val:1,451 
freq:2411,719 val:10,500 
freq:2583,984 val:23,176 
freq:2756,250 val:22,709 
freq:2928,516 val:3,008 
freq:3100,781 val:1,964 
freq:3273,047 val:2,433 
freq:3445,312 val:1,289 
freq:3617,578 val:0,671 
freq:3789,844 val:4,955 
freq:3962,109 val:3,382 
freq:4134,375 val:0,101 
freq:4306,641 val:14,113 
freq:4478,906 val:3,027 
freq:4651,172 val:9,943 
freq:4823,438 val:1,262 
freq:4995,703 val:13,136 
freq:5167,969 val:17,774 
freq:5340,234 val:7,732 
freq:5512,500 val:2,235 
freq:5684,766 val:4,057 
freq:5857,031 val:4,368 
freq:6029,297 val:0,295 
freq:6201,562 val:1,489 
freq:6373,828 val:2,783 
freq:6546,094 val:0,968 
freq:6718,359 val:3,061 
freq:6890,625 val:4,423 


	Frame 1362:
Maxvol: 6055	Time: 68,053
freq:0,000 val:4,016 
freq:172,266 val:48,408 
freq:344,531 val:100,000 
freq:516,797 val:47,253 
freq:689,062 val:14,345 
freq:861,328 val:19,572 
freq:1033,594 val:43,389 
freq:1205,859 val:35,413 
freq:1378,125 val:26,079 
freq:1550,391 val:12,634 
freq:1722,656 val:34,039 
freq:1894,922 val:1,151 
freq:2067,188 val:0,138 
freq:2239,453 val:11,875 
freq:2411,719 val:35,018 
freq:2583,984 val:32,398 
freq:2756,250 val:32,191 
freq:2928,516 val:20,696 
freq:3100,781 val:18,564 
freq:3273,047 val:19,105 
freq:3445,312 val:0,124 
freq:3617,578 val:0,156 
freq:3789,844 val:9,999 
freq:3962,109 val:19,255 
freq:4134,375 val:17,746 
freq:4306,641 val:8,080 
freq:4478,906 val:16,650 
freq:4651,172 val:11,094 
freq:4823,438 val:7,689 
freq:4995,703 val:3,855 
freq:5167,969 val:6,551 
freq:5340,234 val:8,296 
freq:5512,500 val:3,636 
freq:5684,766 val:8,655 
freq:5857,031 val:10,668 
freq:6029,297 val:11,117 
freq:6201,562 val:1,899 
freq:6373,828 val:3,690 
freq:6546,094 val:7,929 
freq:6718,359 val:9,429 
freq:6890,625 val:2,294 


	Frame 1363:
Maxvol: 7452	Time: 68,103
freq:0,000 val:0,452 
freq:172,266 val:5,472 
freq:344,531 val:39,200 
freq:516,797 val:40,466 
freq:689,062 val:42,024 
freq:861,328 val:42,918 
freq:1033,594 val:26,454 
freq:1205,859 val:8,736 
freq:1378,125 val:18,955 
freq:1550,391 val:40,150 
freq:1722,656 val:12,921 
freq:1894,922 val:13,219 
freq:2067,188 val:15,494 
freq:2239,453 val:5,362 
freq:2411,719 val:31,537 
freq:2583,984 val:9,109 
freq:2756,250 val:26,218 
freq:2928,516 val:26,827 
freq:3100,781 val:81,071 
freq:3273,047 val:100,000 
freq:3445,312 val:33,008 
freq:3617,578 val:36,355 
freq:3789,844 val:49,590 
freq:3962,109 val:32,165 
freq:4134,375 val:23,354 
freq:4306,641 val:29,987 
freq:4478,906 val:26,236 
freq:4651,172 val:25,503 
freq:4823,438 val:21,678 
freq:4995,703 val:14,574 
freq:5167,969 val:15,168 
freq:5340,234 val:0,328 
freq:5512,500 val:1,826 
freq:5684,766 val:0,734 
freq:5857,031 val:2,891 
freq:6029,297 val:0,261 
freq:6201,562 val:14,970 
freq:6373,828 val:16,780 
freq:6546,094 val:4,431 
freq:6718,359 val:0,664 
freq:6890,625 val:0,660 


	Frame 1364:
Maxvol: 9049	Time: 68,153
freq:0,000 val:11,620 
freq:172,266 val:34,699 
freq:344,531 val:90,127 
freq:516,797 val:100,000 
freq:689,062 val:51,945 
freq:861,328 val:36,733 
freq:1033,594 val:58,828 
freq:1205,859 val:36,570 
freq:1378,125 val:12,366 
freq:1550,391 val:15,932 
freq:1722,656 val:12,039 
freq:1894,922 val:14,188 
freq:2067,188 val:13,369 
freq:2239,453 val:7,937 
freq:2411,719 val:21,955 
freq:2583,984 val:17,872 
freq:2756,250 val:22,680 
freq:2928,516 val:16,505 
freq:3100,781 val:10,941 
freq:3273,047 val:34,919 
freq:3445,312 val:29,019 
freq:3617,578 val:8,333 
freq:3789,844 val:14,027 
freq:3962,109 val:1,459 
freq:4134,375 val:6,236 
freq:4306,641 val:3,456 
freq:4478,906 val:3,726 
freq:4651,172 val:11,774 
freq:4823,438 val:7,064 
freq:4995,703 val:1,556 
freq:5167,969 val:1,785 
freq:5340,234 val:13,589 
freq:5512,500 val:24,577 
freq:5684,766 val:7,795 
freq:5857,031 val:0,914 
freq:6029,297 val:3,248 
freq:6201,562 val:2,342 
freq:6373,828 val:1,303 
freq:6546,094 val:1,770 
freq:6718,359 val:1,535 
freq:6890,625 val:2,377 


	Frame 1365:
Maxvol: 4932	Time: 68,203
freq:0,000 val:4,847 
freq:172,266 val:20,191 
freq:344,531 val:27,590 
freq:516,797 val:37,891 
freq:689,062 val:100,000 
freq:861,328 val:45,544 
freq:1033,594 val:15,335 
freq:1205,859 val:10,889 
freq:1378,125 val:5,614 
freq:1550,391 val:28,028 
freq:1722,656 val:4,256 
freq:1894,922 val:1,904 
freq:2067,188 val:12,653 
freq:2239,453 val:7,464 
freq:2411,719 val:6,690 
freq:2583,984 val:34,442 
freq:2756,250 val:8,388 
freq:2928,516 val:9,960 
freq:3100,781 val:10,986 
freq:3273,047 val:13,490 
freq:3445,312 val:11,928 
freq:3617,578 val:2,589 
freq:3789,844 val:3,487 
freq:3962,109 val:2,034 
freq:4134,375 val:4,283 
freq:4306,641 val:15,469 
freq:4478,906 val:1,803 
freq:4651,172 val:16,322 
freq:4823,438 val:10,897 
freq:4995,703 val:8,628 
freq:5167,969 val:11,706 
freq:5340,234 val:10,689 
freq:5512,500 val:3,578 
freq:5684,766 val:1,011 
freq:5857,031 val:3,517 
freq:6029,297 val:1,495 
freq:6201,562 val:5,579 
freq:6373,828 val:2,942 
freq:6546,094 val:6,151 
freq:6718,359 val:3,135 
freq:6890,625 val:1,485 


	Frame 1366:
Maxvol: 5846	Time: 68,253
freq:0,000 val:8,274 
freq:172,266 val:61,024 
freq:344,531 val:100,000 
freq:516,797 val:78,753 
freq:689,062 val:47,869 
freq:861,328 val:6,248 
freq:1033,594 val:31,730 
freq:1205,859 val:20,957 
freq:1378,125 val:15,386 
freq:1550,391 val:8,703 
freq:1722,656 val:6,562 
freq:1894,922 val:14,416 
freq:2067,188 val:0,162 
freq:2239,453 val:9,426 
freq:2411,719 val:6,192 
freq:2583,984 val:15,329 
freq:2756,250 val:43,131 
freq:2928,516 val:35,002 
freq:3100,781 val:4,478 
freq:3273,047 val:21,072 
freq:3445,312 val:13,658 
freq:3617,578 val:9,143 
freq:3789,844 val:14,590 
freq:3962,109 val:8,596 
freq:4134,375 val:7,652 
freq:4306,641 val:5,492 
freq:4478,906 val:2,167 
freq:4651,172 val:10,862 
freq:4823,438 val:8,119 
freq:4995,703 val:3,841 
freq:5167,969 val:10,749 
freq:5340,234 val:8,051 
freq:5512,500 val:5,452 
freq:5684,766 val:9,701 
freq:5857,031 val:7,241 
freq:6029,297 val:0,008 
freq:6201,562 val:7,166 
freq:6373,828 val:7,134 
freq:6546,094 val:0,535 
freq:6718,359 val:1,396 
freq:6890,625 val:4,344 


	Frame 1367:
Maxvol: 5568	Time: 68,303
freq:0,000 val:20,304 
freq:172,266 val:100,000 
freq:344,531 val:30,510 
freq:516,797 val:71,134 
freq:689,062 val:14,686 
freq:861,328 val:5,996 
freq:1033,594 val:25,317 
freq:1205,859 val:33,341 
freq:1378,125 val:47,591 
freq:1550,391 val:60,008 
freq:1722,656 val:37,083 
freq:1894,922 val:8,072 
freq:2067,188 val:20,349 
freq:2239,453 val:18,451 
freq:2411,719 val:20,781 
freq:2583,984 val:7,709 
freq:2756,250 val:11,664 
freq:2928,516 val:11,084 
freq:3100,781 val:35,914 
freq:3273,047 val:1,694 
freq:3445,312 val:5,844 
freq:3617,578 val:11,002 
freq:3789,844 val:1,667 
freq:3962,109 val:2,244 
freq:4134,375 val:12,711 
freq:4306,641 val:27,401 
freq:4478,906 val:18,786 
freq:4651,172 val:6,396 
freq:4823,438 val:3,670 
freq:4995,703 val:3,523 
freq:5167,969 val:2,862 
freq:5340,234 val:14,288 
freq:5512,500 val:7,743 
freq:5684,766 val:2,984 
freq:5857,031 val:3,335 
freq:6029,297 val:6,751 
freq:6201,562 val:6,677 
freq:6373,828 val:6,741 
freq:6546,094 val:3,680 
freq:6718,359 val:9,129 
freq:6890,625 val:10,864 


	Frame 1368:
Maxvol: 5200	Time: 68,353
freq:0,000 val:5,841 
freq:172,266 val:33,777 
freq:344,531 val:95,073 
freq:516,797 val:11,460 
freq:689,062 val:50,125 
freq:861,328 val:33,887 
freq:1033,594 val:34,922 
freq:1205,859 val:13,798 
freq:1378,125 val:8,330 
freq:1550,391 val:71,468 
freq:1722,656 val:36,196 
freq:1894,922 val:44,822 
freq:2067,188 val:0,775 
freq:2239,453 val:1,979 
freq:2411,719 val:35,813 
freq:2583,984 val:47,797 
freq:2756,250 val:40,322 
freq:2928,516 val:7,230 
freq:3100,781 val:100,000 
freq:3273,047 val:73,311 
freq:3445,312 val:3,520 
freq:3617,578 val:3,305 
freq:3789,844 val:18,420 
freq:3962,109 val:31,231 
freq:4134,375 val:1,046 
freq:4306,641 val:7,242 
freq:4478,906 val:21,455 
freq:4651,172 val:34,679 
freq:4823,438 val:2,032 
freq:4995,703 val:12,916 
freq:5167,969 val:2,003 
freq:5340,234 val:10,510 
freq:5512,500 val:0,530 
freq:5684,766 val:5,553 
freq:5857,031 val:8,401 
freq:6029,297 val:0,985 
freq:6201,562 val:3,775 
freq:6373,828 val:12,560 
freq:6546,094 val:20,152 
freq:6718,359 val:5,853 
freq:6890,625 val:3,516 


	Frame 1369:
Maxvol: 5239	Time: 68,403
freq:0,000 val:8,901 
freq:172,266 val:20,135 
freq:344,531 val:17,391 
freq:516,797 val:54,329 
freq:689,062 val:42,692 
freq:861,328 val:9,117 
freq:1033,594 val:8,284 
freq:1205,859 val:100,000 
freq:1378,125 val:77,833 
freq:1550,391 val:6,055 
freq:1722,656 val:20,673 
freq:1894,922 val:15,857 
freq:2067,188 val:2,275 
freq:2239,453 val:7,265 
freq:2411,719 val:8,699 
freq:2583,984 val:13,244 
freq:2756,250 val:39,648 
freq:2928,516 val:7,948 
freq:3100,781 val:16,930 
freq:3273,047 val:19,794 
freq:3445,312 val:30,512 
freq:3617,578 val:2,072 
freq:3789,844 val:0,403 
freq:3962,109 val:15,902 
freq:4134,375 val:11,822 
freq:4306,641 val:5,972 
freq:4478,906 val:5,501 
freq:4651,172 val:4,887 
freq:4823,438 val:1,576 
freq:4995,703 val:4,198 
freq:5167,969 val:18,657 
freq:5340,234 val:18,478 
freq:5512,500 val:1,092 
freq:5684,766 val:1,225 
freq:5857,031 val:3,221 
freq:6029,297 val:4,296 
freq:6201,562 val:2,305 
freq:6373,828 val:0,259 
freq:6546,094 val:4,188 
freq:6718,359 val:1,100 
freq:6890,625 val:1,692 


	Frame 1370:
Maxvol: 10815	Time: 68,453
freq:0,000 val:9,647 
freq:172,266 val:9,177 
freq:344,531 val:48,962 
freq:516,797 val:13,787 
freq:689,062 val:14,533 
freq:861,328 val:10,988 
freq:1033,594 val:2,901 
freq:1205,859 val:72,821 
freq:1378,125 val:100,000 
freq:1550,391 val:20,499 
freq:1722,656 val:3,859 
freq:1894,922 val:9,268 
freq:2067,188 val:0,013 
freq:2239,453 val:7,150 
freq:2411,719 val:6,510 
freq:2583,984 val:24,718 
freq:2756,250 val:33,031 
freq:2928,516 val:7,623 
freq:3100,781 val:2,388 
freq:3273,047 val:18,309 
freq:3445,312 val:18,405 
freq:3617,578 val:7,829 
freq:3789,844 val:21,039 
freq:3962,109 val:33,776 
freq:4134,375 val:13,598 
freq:4306,641 val:8,165 
freq:4478,906 val:9,744 
freq:4651,172 val:10,787 
freq:4823,438 val:3,336 
freq:4995,703 val:1,999 
freq:5167,969 val:12,717 
freq:5340,234 val:20,880 
freq:5512,500 val:7,441 
freq:5684,766 val:0,109 
freq:5857,031 val:1,594 
freq:6029,297 val:0,439 
freq:6201,562 val:0,416 
freq:6373,828 val:2,033 
freq:6546,094 val:4,349 
freq:6718,359 val:0,042 
freq:6890,625 val:0,892 


	Frame 1371:
Maxvol: 4153	Time: 68,503
freq:0,000 val:97,774 
freq:172,266 val:100,000 
freq:344,531 val:1,703 
freq:516,797 val:11,546 
freq:689,062 val:5,745 
freq:861,328 val:26,725 
freq:1033,594 val:19,384 
freq:1205,859 val:52,489 
freq:1378,125 val:23,262 
freq:1550,391 val:26,145 
freq:1722,656 val:25,493 
freq:1894,922 val:22,276 
freq:2067,188 val:53,768 
freq:2239,453 val:53,893 
freq:2411,719 val:40,974 
freq:2583,984 val:7,323 
freq:2756,250 val:15,522 
freq:2928,516 val:16,681 
freq:3100,781 val:19,802 
freq:3273,047 val:52,385 
freq:3445,312 val:13,676 
freq:3617,578 val:36,710 
freq:3789,844 val:26,542 
freq:3962,109 val:1,169 
freq:4134,375 val:9,885 
freq:4306,641 val:3,519 
freq:4478,906 val:20,801 
freq:4651,172 val:23,828 
freq:4823,438 val:9,179 
freq:4995,703 val:4,652 
freq:5167,969 val:6,527 
freq:5340,234 val:12,787 
freq:5512,500 val:7,411 
freq:5684,766 val:0,509 
freq:5857,031 val:5,620 
freq:6029,297 val:2,145 
freq:6201,562 val:6,579 
freq:6373,828 val:6,384 
freq:6546,094 val:0,533 
freq:6718,359 val:8,017 
freq:6890,625 val:16,305 


	Frame 1372:
Maxvol: 7870	Time: 68,553
freq:0,000 val:17,031 
freq:172,266 val:70,780 
freq:344,531 val:100,000 
freq:516,797 val:33,260 
freq:689,062 val:15,610 
freq:861,328 val:16,975 
freq:1033,594 val:9,991 
freq:1205,859 val:6,079 
freq:1378,125 val:22,906 
freq:1550,391 val:14,020 
freq:1722,656 val:11,438 
freq:1894,922 val:7,813 
freq:2067,188 val:7,296 
freq:2239,453 val:0,137 
freq:2411,719 val:8,649 
freq:2583,984 val:24,131 
freq:2756,250 val:6,813 
freq:2928,516 val:8,062 
freq:3100,781 val:10,957 
freq:3273,047 val:11,726 
freq:3445,312 val:0,449 
freq:3617,578 val:9,078 
freq:3789,844 val:7,022 
freq:3962,109 val:2,458 
freq:4134,375 val:7,452 
freq:4306,641 val:5,276 
freq:4478,906 val:0,919 
freq:4651,172 val:0,280 
freq:4823,438 val:1,834 
freq:4995,703 val:4,407 
freq:5167,969 val:7,143 
freq:5340,234 val:4,150 
freq:5512,500 val:1,407 
freq:5684,766 val:0,104 
freq:5857,031 val:0,400 
freq:6029,297 val:3,692 
freq:6201,562 val:5,078 
freq:6373,828 val:1,962 
freq:6546,094 val:0,705 
freq:6718,359 val:2,175 
freq:6890,625 val:2,719 


	Frame 1373:
Maxvol: 8088	Time: 68,603
freq:0,000 val:27,459 
freq:172,266 val:53,162 
freq:344,531 val:28,735 
freq:516,797 val:46,259 
freq:689,062 val:7,987 
freq:861,328 val:18,126 
freq:1033,594 val:7,413 
freq:1205,859 val:6,818 
freq:1378,125 val:7,731 
freq:1550,391 val:53,413 
freq:1722,656 val:37,757 
freq:1894,922 val:1,100 
freq:2067,188 val:8,787 
freq:2239,453 val:3,604 
freq:2411,719 val:2,710 
freq:2583,984 val:0,314 
freq:2756,250 val:45,032 
freq:2928,516 val:7,557 
freq:3100,781 val:100,000 
freq:3273,047 val:92,318 
freq:3445,312 val:77,505 
freq:3617,578 val:67,377 
freq:3789,844 val:3,812 
freq:3962,109 val:48,656 
freq:4134,375 val:50,463 
freq:4306,641 val:64,423 
freq:4478,906 val:29,508 
freq:4651,172 val:3,826 
freq:4823,438 val:17,010 
freq:4995,703 val:10,602 
freq:5167,969 val:10,009 
freq:5340,234 val:0,085 
freq:5512,500 val:4,070 
freq:5684,766 val:2,363 
freq:5857,031 val:3,748 
freq:6029,297 val:6,379 
freq:6201,562 val:1,308 
freq:6373,828 val:5,255 
freq:6546,094 val:2,337 
freq:6718,359 val:1,464 
freq:6890,625 val:2,346 


	Frame 1374:
Maxvol: 4608	Time: 68,653
freq:0,000 val:9,614 
freq:172,266 val:5,095 
freq:344,531 val:76,610 
freq:516,797 val:65,848 
freq:689,062 val:77,243 
freq:861,328 val:100,000 
freq:1033,594 val:31,945 
freq:1205,859 val:10,864 
freq:1378,125 val:1,935 
freq:1550,391 val:31,883 
freq:1722,656 val:40,637 
freq:1894,922 val:6,934 
freq:2067,188 val:7,703 
freq:2239,453 val:22,815 
freq:2411,719 val:32,241 
freq:2583,984 val:11,386 
freq:2756,250 val:8,707 
freq:2928,516 val:39,580 
freq:3100,781 val:6,131 
freq:3273,047 val:23,738 
freq:3445,312 val:18,080 
freq:3617,578 val:7,368 
freq:3789,844 val:11,676 
freq:3962,109 val:12,521 
freq:4134,375 val:4,870 
freq:4306,641 val:11,469 
freq:4478,906 val:11,998 
freq:4651,172 val:2,982 
freq:4823,438 val:5,879 
freq:4995,703 val:28,461 
freq:5167,969 val:6,837 
freq:5340,234 val:8,468 
freq:5512,500 val:9,024 
freq:5684,766 val:11,885 
freq:5857,031 val:4,962 
freq:6029,297 val:0,713 
freq:6201,562 val:0,604 
freq:6373,828 val:3,240 
freq:6546,094 val:4,520 
freq:6718,359 val:7,978 
freq:6890,625 val:3,535 


	Frame 1375:
Maxvol: 10021	Time: 68,703
freq:0,000 val:23,544 
freq:172,266 val:18,368 
freq:344,531 val:18,843 
freq:516,797 val:9,792 
freq:689,062 val:5,879 
freq:861,328 val:7,980 
freq:1033,594 val:1,287 
freq:1205,859 val:6,785 
freq:1378,125 val:4,097 
freq:1550,391 val:2,830 
freq:1722,656 val:21,187 
freq:1894,922 val:16,474 
freq:2067,188 val:4,552 
freq:2239,453 val:9,097 
freq:2411,719 val:32,590 
freq:2583,984 val:82,106 
freq:2756,250 val:64,453 
freq:2928,516 val:45,926 
freq:3100,781 val:63,005 
freq:3273,047 val:87,767 
freq:3445,312 val:100,000 
freq:3617,578 val:74,845 
freq:3789,844 val:49,787 
freq:3962,109 val:32,335 
freq:4134,375 val:11,992 
freq:4306,641 val:17,939 
freq:4478,906 val:27,690 
freq:4651,172 val:26,430 
freq:4823,438 val:19,916 
freq:4995,703 val:5,632 
freq:5167,969 val:3,375 
freq:5340,234 val:16,606 
freq:5512,500 val:28,107 
freq:5684,766 val:10,293 
freq:5857,031 val:0,549 
freq:6029,297 val:6,293 
freq:6201,562 val:7,602 
freq:6373,828 val:4,390 
freq:6546,094 val:4,300 
freq:6718,359 val:1,081 
freq:6890,625 val:3,601 


	Frame 1376:
Maxvol: 5358	Time: 68,753
freq:0,000 val:45,771 
freq:172,266 val:100,000 
freq:344,531 val:43,818 
freq:516,797 val:87,515 
freq:689,062 val:56,669 
freq:861,328 val:3,933 
freq:1033,594 val:41,315 
freq:1205,859 val:61,316 
freq:1378,125 val:10,758 
freq:1550,391 val:4,075 
freq:1722,656 val:5,538 
freq:1894,922 val:6,485 
freq:2067,188 val:6,372 
freq:2239,453 val:14,163 
freq:2411,719 val:35,452 
freq:2583,984 val:8,832 
freq:2756,250 val:19,780 
freq:2928,516 val:1,278 
freq:3100,781 val:20,430 
freq:3273,047 val:27,014 
freq:3445,312 val:30,462 
freq:3617,578 val:7,337 
freq:3789,844 val:9,494 
freq:3962,109 val:4,042 
freq:4134,375 val:8,265 
freq:4306,641 val:5,349 
freq:4478,906 val:16,159 
freq:4651,172 val:7,617 
freq:4823,438 val:6,851 
freq:4995,703 val:12,064 
freq:5167,969 val:11,639 
freq:5340,234 val:5,803 
freq:5512,500 val:1,890 
freq:5684,766 val:9,076 
freq:5857,031 val:7,573 
freq:6029,297 val:14,605 
freq:6201,562 val:3,026 
freq:6373,828 val:0,105 
freq:6546,094 val:0,242 
freq:6718,359 val:4,903 
freq:6890,625 val:6,406 


	Frame 1377:
Maxvol: 7202	Time: 68,803
freq:0,000 val:12,122 
freq:172,266 val:73,651 
freq:344,531 val:100,000 
freq:516,797 val:81,179 
freq:689,062 val:67,890 
freq:861,328 val:22,650 
freq:1033,594 val:12,688 
freq:1205,859 val:1,296 
freq:1378,125 val:18,737 
freq:1550,391 val:9,290 
freq:1722,656 val:10,575 
freq:1894,922 val:9,030 
freq:2067,188 val:2,474 
freq:2239,453 val:0,932 
freq:2411,719 val:4,755 
freq:2583,984 val:2,295 
freq:2756,250 val:0,362 
freq:2928,516 val:3,012 
freq:3100,781 val:2,749 
freq:3273,047 val:0,111 
freq:3445,312 val:5,912 
freq:3617,578 val:2,235 
freq:3789,844 val:0,379 
freq:3962,109 val:1,691 
freq:4134,375 val:3,141 
freq:4306,641 val:4,364 
freq:4478,906 val:11,110 
freq:4651,172 val:12,749 
freq:4823,438 val:10,687 
freq:4995,703 val:5,305 
freq:5167,969 val:0,472 
freq:5340,234 val:3,832 
freq:5512,500 val:7,401 
freq:5684,766 val:5,226 
freq:5857,031 val:2,638 
freq:6029,297 val:9,593 
freq:6201,562 val:7,855 
freq:6373,828 val:3,963 
freq:6546,094 val:1,025 
freq:6718,359 val:0,997 
freq:6890,625 val:2,737 


	Frame 1378:
Maxvol: 4844	Time: 68,853
freq:0,000 val:44,021 
freq:172,266 val:43,394 
freq:344,531 val:32,904 
freq:516,797 val:11,594 
freq:689,062 val:58,242 
freq:861,328 val:37,939 
freq:1033,594 val:49,504 
freq:1205,859 val:64,625 
freq:1378,125 val:100,000 
freq:1550,391 val:46,801 
freq:1722,656 val:41,328 
freq:1894,922 val:1,642 
freq:2067,188 val:30,074 
freq:2239,453 val:16,736 
freq:2411,719 val:13,011 
freq:2583,984 val:29,286 
freq:2756,250 val:33,771 
freq:2928,516 val:38,400 
freq:3100,781 val:27,390 
freq:3273,047 val:53,099 
freq:3445,312 val:1,510 
freq:3617,578 val:3,670 
freq:3789,844 val:20,561 
freq:3962,109 val:55,933 
freq:4134,375 val:1,062 
freq:4306,641 val:28,209 
freq:4478,906 val:10,376 
freq:4651,172 val:42,235 
freq:4823,438 val:13,302 
freq:4995,703 val:11,792 
freq:5167,969 val:10,193 
freq:5340,234 val:12,600 
freq:5512,500 val:8,654 
freq:5684,766 val:8,144 
freq:5857,031 val:20,182 
freq:6029,297 val:15,251 
freq:6201,562 val:12,424 
freq:6373,828 val:0,550 
freq:6546,094 val:0,656 
freq:6718,359 val:3,439 
freq:6890,625 val:1,286 


	Frame 1379:
Maxvol: 4827	Time: 68,903
freq:0,000 val:19,635 
freq:172,266 val:66,855 
freq:344,531 val:100,000 
freq:516,797 val:28,614 
freq:689,062 val:14,855 
freq:861,328 val:0,636 
freq:1033,594 val:13,148 
freq:1205,859 val:38,533 
freq:1378,125 val:42,693 
freq:1550,391 val:10,142 
freq:1722,656 val:4,175 
freq:1894,922 val:4,121 
freq:2067,188 val:2,230 
freq:2239,453 val:7,825 
freq:2411,719 val:7,605 
freq:2583,984 val:27,436 
freq:2756,250 val:7,100 
freq:2928,516 val:24,166 
freq:3100,781 val:61,551 
freq:3273,047 val:30,464 
freq:3445,312 val:4,884 
freq:3617,578 val:2,803 
freq:3789,844 val:3,677 
freq:3962,109 val:8,063 
freq:4134,375 val:16,299 
freq:4306,641 val:13,287 
freq:4478,906 val:0,715 
freq:4651,172 val:7,953 
freq:4823,438 val:11,016 
freq:4995,703 val:9,650 
freq:5167,969 val:2,606 
freq:5340,234 val:2,708 
freq:5512,500 val:1,200 
freq:5684,766 val:2,638 
freq:5857,031 val:1,313 
freq:6029,297 val:1,251 
freq:6201,562 val:1,092 
freq:6373,828 val:0,873 
freq:6546,094 val:3,694 
freq:6718,359 val:5,848 
freq:6890,625 val:2,830 


	Frame 1380:
Maxvol: 5481	Time: 68,953
freq:0,000 val:42,047 
freq:172,266 val:100,000 
freq:344,531 val:65,795 
freq:516,797 val:1,087 
freq:689,062 val:16,662 
freq:861,328 val:6,813 
